"EDUID";"Názov";"Ulica";"Obec";"Web stránka";"Druh";"Vyuč.jaz.";"Počet žiakov";"Poč. žiak. dual. vzd.";"Poč.ž.zo soc.znev.prost";"Počet ped.zam.";"Počet odb.zam.";"Počet neped.zam.";"Rozpočet v 2018";"Príspevok zo ŠR";"Dary";"Počet štud.odborov";"GPS1";"GPS2";"Typ zriaďovateľa"
"100000134";"Školská jedáleň pri MŠ - Bratislava, Timravina";"Timravina 6";"81106 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"7,4";"0,0";"4,8";"4 195 €";"0 €";"0 €";"údaj nedostupný";"48,150371";"17,099672";"štátna"
"100000135";"Materská škola - Bratislava, Timravina";"Timravina 6";"81106 Bratislava-Staré Mesto";"www.timravina.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"78";"údaj nedostupný";"údaj nedostupný";"7,4";"0,0";"4,8";"4 195 €";"0 €";"0 €";"údaj nedostupný";"48,150371";"17,099672";"štátna"
"100000136";"Konz. - Bratislava, Tolstého";"Tolstého 11";"81106 Bratislava-Staré Mesto";"www.konzervatorium.sk";"Hudobné a dramatické konzervatórium";"Slovenský";"594";"údaj nedostupný";"údaj nedostupný";"150,3";"0,0";"28,8";"3 297 280 €";"3 179 110 €";"0 €";"10";"48,149715";"17,104683";"štátna"
"100000137";"Materská škola - Óvoda - Bratislava,  29.augusta";"Ulica 29. augusta 6";"81107 Bratislava-Staré Mesto";"www.staremesto.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský - maďarský";"71";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,149476";"17,117010";"štátna"
"100000138";"ŠJ pri MŠ - Óvoda - Bratislava,  29.augusta";"Ulica 29. augusta 6";"81107 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,149476";"17,117010";"štátna"
"100000139";"Školský internát pri TK - Bratislava, Úprkova";"Úprkova 1";"81104 Bratislava-Staré Mesto";"";"Školský internát";"Nesleduje sa";"25";"údaj nedostupný";"údaj nedostupný";"1,0";"0,0";"7,7";"780 923 €";"776 531 €";"0 €";"údaj nedostupný";"48,161372";"17,087555";"štátna"
"100000149";"EP-Jazyková škola - Bratislava, Vazovova";"Vazovova 14";"81107 Bratislava-Staré Mesto";"www.1sjs.sk";"Jazyková škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"40,0";"0,0";"24,0";"697 813 €";"0 €";"0 €";"údaj nedostupný";"48,153957";"17,120838";"štátna"
"100000150";"Školská jedáleň pri MŠ - Bratislava, Vazovova";"Vazovova 16";"81107 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,153633";"17,121114";"štátna"
"100000151";"EP-CVČ - Bratislava, Vazovova";"Vazovova 16";"81107 Bratislava-Staré Mesto";"";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"5,7";"0,0";"4,3";"653 €";"0 €";"0 €";"údaj nedostupný";"48,153633";"17,121114";"štátna"
"100000152";"Materská škola - Bratislava, Vazovova";"Vazovova 16";"81107 Bratislava-Staré Mesto";"www.msvazovova.webnode.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"60";"údaj nedostupný";"údaj nedostupný";"98,2";"30,8";"53,4";"45 323 €";"0 €";"0 €";"údaj nedostupný";"48,153633";"17,121114";"štátna"
"100000153";"ŠKD pri ZŠ - Bratislava, Vazovova";"Vazovova 4";"81107 Bratislava-Staré Mesto";"www.zsvazovova.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"8,5";"0,0";"6,5";"807 657 €";"770 092 €";"162 €";"údaj nedostupný";"48,154206";"17,116932";"štátna"
"100000154";"Školská jedáleň pri ZŠ - Bratislava, Vazovova";"Vazovova 4";"81107 Bratislava-Staré Mesto";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"8,5";"0,0";"6,5";"807 657 €";"770 092 €";"162 €";"údaj nedostupný";"48,154206";"17,116932";"štátna"
"100000155";"ZŠ - Bratislava, Vazovova";"Vazovova 4";"81107 Bratislava-Staré Mesto";"www.zsvazovova.sk";"Základná škola";"Slovenský";"517";"údaj nedostupný";"0";"33,1";"0,3";"9,2";"807 657 €";"770 092 €";"162 €";"údaj nedostupný";"48,154206";"17,116932";"štátna"
"100000157";"Školská jedáleň pri Gym - Bratislava, Vazovova";"Vazovova 6";"81107 Bratislava-Staré Mesto";"www.vazka.sk";"Škol. jedáleň/výdaj. ŠJ pri SŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"0,0";"4,9";"1 011 050 €";"962 406 €";"0 €";"údaj nedostupný";"48,154238";"17,117794";"štátna"
"100000158";"Gym. - Bratislava, Vazovova";"Vazovova 6";"81107 Bratislava-Staré Mesto";"www.vazka.sk";"Gymnázium";"Slovenský";"559";"údaj nedostupný";"údaj nedostupný";"43,2";"0,1";"9,3";"1 011 050 €";"962 406 €";"0 €";"2";"48,154238";"17,117794";"štátna"
"100000159";"Jazyková škola - Bratislava, Vazovova";"Vazovova 6";"81107 Bratislava-Staré Mesto";"www.vazka.sk";"Jazyková škola";"Slovenský";"116";"údaj nedostupný";"údaj nedostupný";"0,3";"0,0";"0,7";"42 456 €";"0 €";"0 €";"údaj nedostupný";"48,154238";"17,117794";"štátna"
"100000160";"SPŠ elektrotechnická - Bratislava, Zochova";"Zochova 9";"81103 Bratislava-Staré Mesto";"www.zochova.sk";"Stredná priemyselná škola";"Slovenský";"358";"údaj nedostupný";"údaj nedostupný";"30,0";"0,0";"11,7";"1 095 440 €";"857 285 €";"0 €";"4";"48,146407";"17,099963";"štátna"
"100000161";"Školská jedáleň priSPŠE - Bratislava, Zochova";"Zochova 9";"81103 Bratislava-Staré Mesto";"www.zochova.sk";"Škol. jedáleň/výdaj. ŠJ pri SŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"3,8";"0,0";"8,6";"768 083 €";"747 665 €";"0 €";"údaj nedostupný";"48,146407";"17,099963";"štátna"
"100000163";"EP - materská škola - Bratislava, Dudvážska";"Dudvážska 5099/4";"82106 Bratislava-Podunajské Bis";"www.ms.linzbothova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"20,9";"25 144 €";"0 €";"0 €";"údaj nedostupný";"48,136738";"17,214915";"štátna"
"100000164";"EP - materská škola - Bratislava, Estónska";"Estónska 5209/7";"82106 Bratislava-Podunajské Bis";"www.msestonska3.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"28,9";"0,0";"17,1";"15 832 €";"0 €";"0 €";"údaj nedostupný";"48,142537";"17,199202";"štátna"
"100000165";"EP - materská škola - Bratislava, Latorická";"Latorická 5115/2";"82106 Bratislava-Podunajské Bis";"www.mslinzbothova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"20,9";"25 144 €";"0 €";"0 €";"údaj nedostupný";"48,134762";"17,211154";"štátna"
"100000166";"EP - materská škola - Bratislava, Podzáhradná";"Podzáhradná 10063/1";"82106 Bratislava-Podunajské Bis";"www.msestonska3.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"28,9";"0,0";"17,1";"15 832 €";"0 €";"0 €";"údaj nedostupný";"48,136015";"17,203586";"štátna"
"100000168";"EP - ZŠ pri ZZ - Bratislava, Krajinská";"Krajinská 91";"82106 Bratislava-Podunajské Bis";"";"ZŠ pri zdravotníckom zariadení";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"26,7";"0,0";"2,7";"1 051 960 €";"1 041 570 €";"4 921 €";"údaj nedostupný";"48,124894";"17,207215";"štátna"
"100000169";"EP-ZUŠ - Bratislava, Orenburská";"Orenburská 31";"82106 Bratislava-Podunajské Bis";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"56,1";"0,0";"3,4";"1 171 €";"0 €";"0 €";"údaj nedostupný";"48,128979";"17,216193";"štátna"
"100000172";"ZŠ - Bratislava, Bieloruská";"Bieloruská 1";"82106 Bratislava-Podunajské Bis";"www.zsbieloruska.edupage.org";"Základná škola";"Slovenský";"292";"údaj nedostupný";"0";"17,9";"0,9";"6,6";"520 708 €";"443 373 €";"3 000 €";"údaj nedostupný";"48,140022";"17,201200";"štátna"
"100000173";"Školská jedáleň pri ZŠ - Bratislava, Bieloruská";"Bieloruská 1";"82106 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,3";"0,0";"3,9";"520 708 €";"443 373 €";"3 000 €";"údaj nedostupný";"48,140022";"17,201200";"štátna"
"100000174";"ŠKD pri ZŠ - Bratislava, Bieloruská";"Bieloruská 1";"82106 Bratislava-Podunajské Bis";"www.zsbieloruskaba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,3";"0,0";"3,9";"520 708 €";"443 373 €";"3 000 €";"údaj nedostupný";"48,140022";"17,201200";"štátna"
"100000175";"Školská jedáleň pri ZŠ - Bratislava, Biskupická";"Biskupická 21";"82106 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"1,0";"0,0";"3,8";"453 214 €";"376 504 €";"3 500 €";"údaj nedostupný";"48,127147";"17,207895";"štátna"
"100000176";"ŠKD pri ZŠ - Bratislava, Biskupická";"Biskupická 21";"82106 Bratislava-Podunajské Bis";"";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"1,0";"0,0";"3,8";"453 214 €";"376 504 €";"3 500 €";"údaj nedostupný";"48,127147";"17,207895";"štátna"
"100000177";"ZŠ - Bratislava, Biskupická";"Biskupická 21";"82106 Bratislava-Podunajské Bis";"";"Základná škola";"Slovenský";"177";"údaj nedostupný";"16";"13,9";"2,3";"4,5";"453 214 €";"376 504 €";"3 500 €";"údaj nedostupný";"48,127147";"17,207895";"štátna"
"100000179";"Školská jedáleň pri MŠ - Bratislava, Dudvážska";"Dudvážska 4";"82107 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"20,9";"25 144 €";"0 €";"0 €";"údaj nedostupný";"48,136731";"17,214912";"štátna"
"100000187";"Materská škola - Bratislava, Estónska";"Estónska 5207/3";"82106 Bratislava-Podunajské Bis";"www.ms-estonska3.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"305";"údaj nedostupný";"údaj nedostupný";"28,9";"0,0";"17,1";"15 832 €";"0 €";"0 €";"údaj nedostupný";"48,141687";"17,200850";"štátna"
"100000188";"Školská jedáleň pri MŠ - Bratislava, Estónska";"Estónska 3";"82106 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"28,9";"0,0";"17,1";"15 832 €";"0 €";"0 €";"údaj nedostupný";"48,141687";"17,200850";"štátna"
"100000189";"Školská jedáleň pri MŠ - Bratislava, Estónska";"Estónska 7";"82106 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"28,9";"0,0";"17,1";"15 832 €";"0 €";"0 €";"údaj nedostupný";"48,142696";"17,199277";"štátna"
"100000190";"Školská jedáleň pri Gym - Bratislava, Hronská";"Hronská 3";"82107 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri SŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"0,0";"0,0";"4,7";"1 213 150 €";"1 077 570 €";"9 250 €";"údaj nedostupný";"48,133391";"17,211864";"štátna"
"100000191";"Gym. F. G. Lorcu - Bratislava, Hronská";"Hronská 3";"82107 Bratislava-Podunajské Bis";"www.gymhron.sk";"Gymnázium";"Slovenský a Španielsky bil.";"610";"údaj nedostupný";"údaj nedostupný";"46,0";"0,6";"10,9";"1 213 150 €";"1 077 570 €";"9 250 €";"2";"48,133391";"17,211864";"štátna"
"100000192";"Školská jedáleň pri MŠ - Bratislava, Latorická";"Latorická 2";"82107 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"20,9";"25 144 €";"0 €";"0 €";"údaj nedostupný";"48,134752";"17,211160";"štátna"
"100000193";"Školská jedáleň pri MŠ - Bratislava, Linzbothova";"Linzbothova 18";"82106 Bratislava-Podunajské Bis";"www.ms-linzbothova.sk";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"20,9";"25 144 €";"0 €";"0 €";"údaj nedostupný";"48,129638";"17,205319";"štátna"
"100000194";"Materská škola - Bratislava, Linzbothova";"Linzbothova 18";"82106 Bratislava-Podunajské Bis";"www.ms-linzbothova.sk";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"408";"údaj nedostupný";"údaj nedostupný";"36,6";"0,0";"20,9";"25 144 €";"0 €";"0 €";"údaj nedostupný";"48,129638";"17,205319";"štátna"
"100000195";"Školská jedáleň pri MŠ - Bratislava, Podzáhradná";"Podzáhradná 1";"82107 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"28,9";"0,0";"17,1";"15 832 €";"0 €";"0 €";"údaj nedostupný";"48,136011";"17,203584";"štátna"
"100000196";"Školská jedáleň pri ZŠ - Bratislava, Podzáhradná";"Podzáhradná 51";"82107 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"12,6";"0,0";"6,9";"1 016 820 €";"910 548 €";"4 352 €";"údaj nedostupný";"48,132045";"17,206200";"štátna"
"100000197";"ZŠ - Bratislava, Podzáhradná";"Podzáhradná 51";"82107 Bratislava-Podunajské Bis";"www.zspodzaba.sk";"Základná škola";"Slovenský";"612";"údaj nedostupný";"0";"35,9";"2,1";"10,5";"1 016 820 €";"910 548 €";"4 352 €";"údaj nedostupný";"48,132045";"17,206200";"štátna"
"100000198";"ŠKD pri ZŠ - Bratislava, Podzáhradná";"Podzáhradná 51";"82107 Bratislava-Podunajské Bis";"www.zspodzaba.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"12,6";"0,0";"6,9";"1 016 820 €";"910 548 €";"4 352 €";"údaj nedostupný";"48,132045";"17,206200";"štátna"
"100000199";"EP-MŠ pri ZŠ s VJM - Bratislava, Staromlynská";"Staromlynská 51";"82106 Bratislava-Podunajské Bis";"";"MŠ pri základnej škole";"Maďarský";"48";"údaj nedostupný";"údaj nedostupný";"6,7";"0,0";"4,2";"285 462 €";"253 621 €";"2 350 €";"údaj nedostupný";"48,124070";"17,218581";"štátna"
"100000200";"Školská jedáleň pri MŠ - Bratislava, Staromlynská";"Staromlynská 51";"82106 Bratislava-Podunajské Bis";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"6,7";"0,0";"4,2";"285 462 €";"253 621 €";"2 350 €";"údaj nedostupný";"48,124070";"17,218581";"štátna"
"100000201";"ZŠ s MŠ - VJM - Bratislava, Vetvárska";"Vetvárska 7";"82106 Bratislava-Podunajské Bis";"";"Základná škola";"Maďarský";"106";"údaj nedostupný";"0";"13,2";"0,0";"2,0";"285 462 €";"253 621 €";"2 350 €";"údaj nedostupný";"48,124770";"17,210041";"štátna"
"100000202";"ŠKD pri ZŠ - Bratislava, Vetvárska";"Vetvárska 7";"82106 Bratislava-Podunajské Bis";"";"Školský klub detí";"Maďarský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"6,7";"0,0";"4,2";"285 462 €";"253 621 €";"2 350 €";"údaj nedostupný";"48,124770";"17,210041";"štátna"
"100000203";"EP - materská škola - Bratislava, Astrová";"Astrová 5";"82101 Bratislava-Ružinov";"";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"30,1";"0,0";"22,2";"19 106 €";"0 €";"0 €";"údaj nedostupný";"48,155683";"17,158365";"štátna"
"100000204";"Školská jedáleň pri MŠ - Bratislava, Astrová";"Astrová 5";"82101 Bratislava-Ružinov";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"30,1";"0,0";"22,2";"19 106 €";"0 €";"0 €";"údaj nedostupný";"48,155683";"17,158365";"štátna"
"100000216";"Materská škola - Bratislava, Bancíkovej";"Bancíkovej 2";"82103 Bratislava-Ružinov";"";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"160";"údaj nedostupný";"údaj nedostupný";"15,9";"0,0";"9,9";"8 187 €";"0 €";"0 €";"údaj nedostupný";"48,152615";"17,172991";"štátna"
"100000217";"EP-ZUŠ - Bratislava, Bancíkovej";"Bancíkovej 2";"82103 Bratislava-Ružinov";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"56,1";"0,0";"3,4";"1 171 €";"0 €";"0 €";"údaj nedostupný";"48,152615";"17,172991";"štátna"
"100000218";"Školská jedáleň pri MŠ - Bratislava, Bancíkovej";"Bancíkovej 2";"82103 Bratislava-Ružinov";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,9";"0,0";"9,9";"8 187 €";"0 €";"0 €";"údaj nedostupný";"48,152615";"17,172991";"štátna"
"100000219";"ZŠ - Bratislava, Borodáčova";"Borodáčova 2";"82103 Bratislava-Ružinov";"www.borodacova.sk";"Základná škola";"Slovenský";"268";"údaj nedostupný";"0";"16,4";"1,5";"6,5";"609 415 €";"483 590 €";"1 187 €";"údaj nedostupný";"48,153549";"17,173647";"štátna"
"100000220";"EP-ZUŠ - Bratislava, Borodáčova";"Borodáčova 2";"82103 Bratislava-Ružinov";"";"Základná umelecká škola";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"56,1";"0,0";"3,4";"1 171 €";"0 €";"0 €";"údaj nedostupný";"48,153549";"17,173647";"štátna"
"100000221";"ŠKD pri ZŠ - Bratislava, Borodáčova";"Borodáčova 2";"82103 Bratislava-Ružinov";"www.borodacova.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,9";"0,0";"4,9";"609 415 €";"483 590 €";"1 187 €";"údaj nedostupný";"48,153549";"17,173647";"štátna"
"100000222";"Školská jedáleň pri ZŠ - Bratislava, Borodáčova";"Borodáčova 2";"82103 Bratislava-Ružinov";"";"Škol. jedáleň/výdaj. ŠJ pri ZŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"4,9";"0,0";"4,9";"609 415 €";"483 590 €";"1 187 €";"údaj nedostupný";"48,153549";"17,173647";"štátna"
"100000223";"EP - CVČ - Bratislava, Borodáčova";"Borodáčova 2";"82103 Bratislava-Ružinov";"www.cvckuliskova.sk";"Centrum voľného času";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"3,5";"0,0";"3,6";"677 €";"0 €";"0 €";"údaj nedostupný";"48,153549";"17,173647";"štátna"
"100000224";"EP - materská škola - Bratislava, Budovateľská";"Budovateľská 10";"82108 Bratislava-Ružinov";"";"MŠ celodenná výchova a vzdelávanie";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,9";"0,0";"12,7";"9 929 €";"0 €";"0 €";"údaj nedostupný";"48,148940";"17,126853";"štátna"
"100000225";"Školská jedáleň pri MŠ - Bratislava, Budovateľská";"Budovateľská 10";"82108 Bratislava-Ružinov";"";"Škol. jedáleň/výdaj. ŠJ pri MŠ";"Nesleduje sa";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"15,9";"0,0";"12,7";"9 929 €";"0 €";"0 €";"údaj nedostupný";"48,148940";"17,126853";"štátna"
"100000226";"ŠKD pri ZŠ - Bratislava, Drieňová";"Drieňová 16";"82103 Bratislava-Ružinov";"www.zsdrienovaba.edu.sk";"Školský klub detí";"Slovenský";"údaj nedostupný";"údaj nedostupný";"údaj nedostupný";"13,4";"0,0";"0,0";"1 347 340 €";"1 202 890 €";"5 342 €";"údaj nedostupný";"48,160244";"17,151799";"štátna"
